,title,keyword,category,score,author,publisher,reviewnum
1343,"둔촌주공아파트, 대단지의 생애",정치 흐름 마을 전체 갈등 국민,['국내도서 > 정치/사회 > 사회학 > 각국사회/문화 > 한국사회/문화'],"['0', '0', '0', '75', '25']",이인규 저자(글),마티,4.0
1344,잠 못들 정도로 재미있는 이야기: 사회심리학,다수파 사람 이태원 칼럼 의사 결정 복종,"['국내도서 > 과학 > 교양과학 > 과학이야기', '국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회심리/여론']","['20', '20', '0', '0', '60']","박남범 , 이영란 번역 · 박남범 , 가메다 다쓰야 감수",성안당,7.0
1345,"쌀, 재난, 국가",사회문제 차별 구조 제도 체제 데이터분석,"['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 사회문제일반', '국내도서 > 정치/사회 > 사회학 > 사회학일반 > 시사/사회비평', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 빈곤/불평등문제']","['41', '9', '18', '9', '24']",이철승 저자(글),문학과지성사,45.0
1346,문명의 충돌,정치 일본 전쟁 경제 차이 종교,['국내도서 > 정치/사회 > 사회학 > 미래학 > 미래예측'],"['43', '11', '26', '2', '17']",새뮤얼 헌팅턴 저자(글) · 이희재 번역,김영사,54.0
1347,세상은 바꿀 수 있습니다,경제 정치 아들 한국사회비평 희망 언론,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 시사/사회비평'],"['46', '23', '29', '0', '3']",이용마 저자(글),창비,98.0
1348,이갈리아의 딸들,소설 유럽 반대 노르웨이소설 아이 페미니즘소설,['국내도서 > 정치/사회 > 사회학 > 여성학/남성학 > 여성학/여성문제'],"['44', '13', '11', '27', '5']",게르드 브란튼베르그 저자(글) · 히스테리아 번역,황금가지,211.0
1349,세습 중산층 사회,투자 오늘날 시장 사회불평등 세대 결혼,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서'],"['45', '6', '26', '2', '21']",조귀동 저자(글),생각의힘,64.0
1350,식사에 대한 생각,경제학 사회 경제 식문화 음식 칼럼니스트 식습관,"['국내도서 > 인문 > 인문학일반 > 인문교양', '국내도서 > 정치/사회 > 사회학 > 사회학일반 > 시사/사회비평']","['47', '13', '16', '2', '22']",비 윌슨 저자(글) · 김하현 번역,어크로스,53.0
1351,전라디언의 굴레,정치 차별 오늘날 경제 지역 특수,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 지역사회'],"['13', '0', '38', '13', '38']",조귀동 저자(글),생각의힘,13.0
1352,코로나 3년의 진실,경제 안전 백신 자유 중국 팩트체크,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서'],"['33', '0', '8', '8', '50']","조지프 머콜라 , 로니 커민스 저자(글) · 이원기 번역",에디터,17.0
1353,정의감 중독 사회,심리 사회 공감 감정 정의 유형,['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회학'],"['6', '44', '13', '0', '38']",안도 슌스케 저자(글) · 송지현 번역,또다른우주,20.0
1354,에이스,감정 여성 친구 세계 정체 관계,['국내도서 > 정치/사회 > 사회학 > 젠더'],"['67', '33', '0', '0', '0']",앤절라 첸 저자(글) · 박희원 번역,현암사,3.0
1355,미쳤다는 것은 정체성이 될 수 있을까?,매드 당사자 프라이드 의학 관점 화해,"['국내도서 > 인문 > 철학 > 교양철학', '국내도서 > 인문 > 인문학일반 > 인문학의이해', '국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회학', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 인권문제']","['0', '67', '33', '0', '0']","모하메드 아부엘레일 라셰드 저자(글) · 송승연 , 유기훈 번역",오월의봄,4.0
1356,다운 걸: 여성혐오의 논리,젠더 혐오자 성 차별 주의 부정의 누스바움 권력,"['국내도서 > 인문 > 철학 > 철학이론 > 분석철학', '국내도서 > 정치/사회 > 사회학 > 여성학/남성학 > 여성학/여성문제']","['50', '0', '0', '50', '0']",케이트 맨 저자(글) · 서정아 번역,글항아리,2.0
1357,챗GPT의 거짓말,약점 시가총액 태생 한계 미국 기업 인간,"['국내도서 > 경제/경영 > 경영전략 > 경영혁신', '국내도서 > 경제/경영 > 경영전략 > 컨텐츠비즈니스', '국내도서 > 정치/사회 > 사회학 > 미래학 > 미래예측']","['15', '41', '6', '20', '19']",트렌드연구소 저자(글),동양북스,55.0
1358,랭스로 되돌아가다,가족 죽음 스스로 정체성 부정 계급,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서'],"['29', '21', '29', '7', '14']",디디에 에리봉 저자(글) · 이상길 번역,문학과지성사,17.0
1359,숫자에 의한 협치,철학 교수 지배 학문 기초 영역,['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회학'],"['0', '0', '100', '0', '0']",알랭 쉬피오 저자(글) · 박제성 번역,한울아카데미,1.0
1360,구별짓기 (상),예술 경제 실천 문화 형태 작품,"['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회학', '국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서']","['46', '8', '15', '23', '8']",피에르 부르디외 저자(글) · 최종철 번역,새물결,15.0
1361,구별짓기 (하),정치 예술 비판 형태 지배 결론,"['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회학', '국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서']","['38', '25', '13', '13', '13']",삐에르 부르디외 저자(글) · 최종철 번역,새물결,9.0
1362,백설공주는 왜 자꾸 문을 열어 줄까,행복 우정 소년 삶 인문교양서 규칙,"['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서', '국내도서 > 인문 > 인문학일반 > 인문교양']","['53', '20', '0', '13', '13']",박현희 저자(글),뜨인돌출판사,28.0
1363,21세기 자본,국민 불평등 역사 집중 사회학 토대,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서'],"['44', '9', '24', '6', '17']",토마 피케티 저자(글) · 장경덕 외 번역 · 이강국 감수,글항아리,89.0
1364,선녀는 왜 나무꾼을 떠났을까,선녀 심청 이반 태곳적 계모 옛이야기,"['국내도서 > 인문 > 한국문학론 > 한국고전문학 > 한국고전문학론', '국내도서 > 정치/사회 > 사회학 > 여성학/남성학 > 여성학/여성문제']","['100', '0', '0', '0', '0']",고혜경 저자(글),한겨레출판사,5.0
1365,"하고 싶은 일 해, 굶지 않아",만화 기업 안정 스스로 열정 걱정,"['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회/문화에세이', '국내도서 > 인문 > 교육학 > 사회교육/평생교육 > 진로지도']","['20', '40', '20', '0', '20']","윤태호 , 하종강 , 김현수 , 최혁진 , 고원형 , 강도현 , 송인수 저자(글)",시사IN북,6.0
1366,사회심리학의 이해,차별 심리 절차 대응 학문 경쟁,"['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회심리/여론', '국내도서 > 정치/사회 > 대학교재 > 사회학', '국내도서 > 대학교재 > 정치/사회/법 > 사회학']","['36', '9', '9', '0', '45']",한규석 저자(글),학지사,13.0
1367,사회과학 연구방법론,수정 기법 작성 어려움 수행 조사,['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회과학이론'],"['30', '30', '10', '0', '30']","노성호 , 구정화 , 김상원 저자(글)",박영사,12.0
1368,도시의 발견,크리스마스트리 창생 로빈 후드 전주시 수원시 젠트리 피케,"['국내도서 > 인문 > 인문학일반 > 인문교양', '국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회학']","['0', '33', '33', '0', '33']",정석 저자(글),메디치미디어,9.0
1369,인스타그램에는 절망이 없다,작가 정치 목소리 이전 소통 감각,['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회심리/여론'],"['58', '21', '21', '0', '0']",정지우 저자(글),한겨레출판사,31.0
1370,풍요중독사회,심리 오늘날 이유 불평등 사회비평 정의,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 시사/사회비평'],"['29', '36', '21', '7', '7']",김태형 저자(글),한겨레출판사,27.0
1371,우리는 조금 불편해져야 한다,경제학 경제 기업 사회학 풍경 희망,"['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서', '국내도서 > 경제/경영 > 경제일반 > 경제비평']","['67', '0', '33', '0', '0']",이상헌 저자(글),생각의힘,4.0
1372,초보연구자를 위한 질적 자료 분석 가이드,컴퓨터 긍정 에필로그 주의 프롤로그 태도,"['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회학', '국내도서 > 정치/사회 > 대학교재 > 사회학', '국내도서 > 대학교재 > 정치/사회/법 > 사회학']","['33', '33', '0', '0', '33']",한유리 저자(글),박영스토리,3.0
1373,"지금 여기, 무탈한가요?",정치 성공 차별 사회문제 긍정 대한민국,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서'],"['25', '38', '25', '0', '13']",오찬호 저자(글),북트리거,15.0
1374,대중문화의 이해,정치 주체 스토리텔링 생산 스포츠 마르크스주의,['국내도서 > 정치/사회 > 사회학 > 사회문화 > 대중문화'],"['0', '75', '0', '0', '25']",김창남 저자(글),한울아카데미,6.0
1375,테스토스테론의 진실,연구 행동 선정 작용 역할 동물,"['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회학', '국내도서 > 건강 > 건강일반 > 건강이야기']","['33', '67', '0', '0', '0']",캐롤 후븐 저자(글) · 배상규 번역,상상스퀘어,3.0
1376,엄살원(누드제본),활동가 밥상 고통 아픔 손님 대화,"['국내도서 > 인문 > 인문학일반 > 인문교양', '국내도서 > 정치/사회 > 사회학 > 여성학/남성학 > 여성학/여성문제', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제']","['0', '0', '0', '0', '100']","안담 , 한유리 , 곽예인 저자(글)",위고,3.0
1377,자유헌정론,철학 원칙 정치 번역 강조 출간,['국내도서 > 정치/사회 > 사회학 > 사회사상 > 자유주의'],"['29', '0', '0', '57', '14']",프리드리히 하이에크 저자(글) · 최지희 번역,자유기업원,7.0
1378,악마는 잠들지 않는다,위기 관리 국가 사례 전문가 죽음,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서'],"['0', '67', '0', '0', '33']","줄리엣 카이엠 저자(글) · 김효석 , 이승배 , 유종기 번역",민음사,3.0
1379,가부장 자본주의,경제학 성별 평등 문제 유리 천장 경력 젠더,"['국내도서 > 경제/경영 > 경제일반 > 경제상식/경제이야기', '국내도서 > 경제/경영 > 경제일반 > 경제학일반', '국내도서 > 정치/사회 > 사회학 > 젠더', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 빈곤/불평등문제']","['0', '100', '0', '0', '0']",폴린 그로장 저자(글) · 배세진 번역,민음사,1.0
1380,파시스트 거짓말의 역사,진실 존재 상황 대중 근거 작업,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서'],"['0', '40', '0', '20', '40']",페데리코 핀첼스타인 저자(글) · 장현정 번역,호밀밭,5.0
1381,사회학으로의 초대,자유 인간 열정 가능 학문 전략,['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회학'],"['0', '100', '0', '0', '0']",피터 L. 버거 저자(글) · 김광기 번역,문예출판사,2.0
1382,사회복지조사론,기출문제 생각 요약 시험 수행 현상,"['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회조사방법론', '국내도서 > 정치/사회 > 사회문제/복지 > 사회복지 > 사회복지행정/실천론', '국내도서 > 정치/사회 > 대학교재 > 사회학', '국내도서 > 대학교재 > 정치/사회/법 > 사회학']","['0', '0', '0', '0', '100']",김진숙 저자(글),도서출판 신정,3.0
1383,냉정한 이타주의자,행복 인문교양서 기부금 보건 사업 변화 냉정,"['국내도서 > 인문 > 인문학일반 > 인문교양', '국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서']","['38', '15', '14', '10', '22']",윌리엄 맥어스킬 저자(글) · 전미영 번역,부키,113.0
1384,불안한 현대사회,정치 진실 역사 도구 개인 이상,['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회학'],"['0', '25', '25', '0', '50']",찰스 테일러 저자(글) · 송영배 번역,이학사,4.0
1385,미쳐있고 괴상하며 오만하고 똑똑한 여자들,고통 역사 여성 우울 여성학 상처,"['국내도서 > 정치/사회 > 사회학 > 여성학/남성학 > 여성학/여성문제', '국내도서 > 건강 > 건강일반 > 정신건강']","['41', '21', '17', '0', '21']",하미나 저자(글),동아시아,39.0
1386,펭귄과 리바이어던,공감 시스템 법률 조직 모델 사례,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서'],"['0', '0', '0', '0', '0']",요차이 벤클러 저자(글) · 이현주 번역,반비,2.0
1387,개념의료,미래 원칙 과학 정치 과제 의료정책,"['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 시사/사회비평', '국내도서 > 기술/공학 > 의학 > 의료행정/정책']","['38', '13', '0', '13', '38']",박재영 저자(글),청년의사,12.0
1388,군중심리(완역본),정치 심리학 감정 개인 영향 특성,"['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회심리/여론', '국내도서 > 인문 > 심리학 > 발달단계별심리 > 조직심리']","['63', '0', '25', '0', '13']",귀스타브 르 봉 저자(글) · 김성균 번역,이레미디어,13.0
1389,인간행동과 사회환경,차별 갈등 과제 작용 통합 발달,"['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 인간과사회', '국내도서 > 정치/사회 > 대학교재 > 사회학', '국내도서 > 대학교재 > 정치/사회/법 > 사회학']","['50', '19', '6', '0', '25']","최옥채 , 박미은 , 서미경 , 전석균 저자(글)",양서원,18.0
1390,가불 선진국,차별 주장 지속 지방 균형 그동안,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 시사/사회비평'],"['60', '8', '17', '3', '12']",조국 저자(글),메디치미디어,382.0
1391,해러웨이 선언문,페미니즘 인류 고전 사회주의 주체 분야,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서'],"['25', '25', '13', '38', '0']",도나 해러웨이 저자(글) · 황희선 번역,책세상,10.0
1392,"안녕, 인간",인공지능 개인 정보 미래예측 인간 알고리즘,"['국내도서 > 정치/사회 > 사회학 > 미래학 > 미래예측', '국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 인공지능일반']","['17', '0', '50', '0', '33']",해나 프라이 저자(글) · 김정아 번역,와이즈베리,23.0
1393,CHANGE 9(체인지 나인),사피엔스 코드 인사이트 교체 행동양식 단상,"['국내도서 > 경제/경영 > 경제일반 > 경제전망', '국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서']","['29', '23', '18', '4', '26']",최재붕 저자(글),쌤앤파커스,190.0
1394,비극의 탄생,죽음 사회문제 인정 일부 진실 반전,"['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 사회문제일반', '국내도서 > 정치/사회 > 사회학 > 사회학일반 > 시사/사회비평']","['31', '15', '39', '0', '15']",손병관 저자(글),왕의서재,128.0
1395,메타버스,미래 디지털 미디어 경제전망 합성어 인류 현실 세계,"['국내도서 > 경제/경영 > 경제일반 > 경제전망', '국내도서 > 정치/사회 > 사회학 > 미래학 > 미래예측']","['24', '23', '17', '12', '24']",김상균 저자(글),플랜비디자인,227.0
1396,인구 감소 사회는 위험하다는 착각,인류학 유럽 일본 지방 사회학 마을,['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회학'],"['47', '11', '16', '0', '26']","우치다 타츠루 , 이케다 기요히코 , 이노우에 도모히로 , 모타니 고스케 , 히라가와 가쓰미 , 브레디 미카코 , 구마 겐고 , 히라타 오리자 , 다카하시 히로유키 , 오다지마 다카시 , 저자(글) · 번역",위즈덤하우스,21.0
1397,올바름이라는 착각,정치 오늘날 개인 현상 갈등 시대,['국내도서 > 정치/사회 > 사회학 > 사회학이론 > 사회학'],"['52', '19', '8', '5', '16']",유튜브 읽어주는 남자 저자(글),데이포미,73.0
1398,새로운 가난이 온다,자본주의 산업 혁명 정치 생존 혐오,"['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 사회문제일반', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 빈곤/불평등문제']","['23', '8', '31', '8', '31']",김만권 저자(글),혜다,49.0
1399,평화는 처음이라,평화 교과서 제도 운동 질문 이야기,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서'],"['67', '0', '0', '0', '33']",이용석 저자(글),빨간소금,3.0
1400,빌 게이츠 넥스트 팬데믹을 대비하는 법,인류 발생 혜안 미래 변화 디지털기술,"['국내도서 > 정치/사회 > 사회학 > 미래학 > 미래예측', '국내도서 > 기술/공학 > 의학 > 내과 > 전염병/감염']","['48', '10', '15', '4', '24']",빌 게이츠 저자(글) · 이영래 번역,비즈니스북스,189.0
1401,떼인 근력 찾아드립니다,스포츠 만화 에세이 에리카 요절복통 기립 세일러,"['국내도서 > 시/에세이 > 나라별 에세이 > 한국에세이', '국내도서 > 정치/사회 > 사회학 > 여성학/남성학 > 여성학/여성문제']","['25', '25', '0', '0', '50']","샤크 코치 , 에리카 코치 저자(글)",위즈덤하우스,5.0
1402,얼굴 없는 검사들,정치 사건 사회비평 국민 사회고발 보호,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 시사/사회비평'],"['21', '36', '14', '0', '29']",최정규 저자(글),블랙피쉬,14.0
1403,도시에 살 권리,결론 위기 오늘 감사 개인 상상,['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서'],"['0', '100', '0', '0', '0']",카를로스 모레노 저자(글) · 양영란 번역,정예씨,2.0
1404,중국의 초한전: 새로운 전쟁의 도래,정치 원칙 투자 법률 창조 대응,['국내도서 > 정치/사회 > 사회학 > 각국사회/문화 > 중국사회/문화'],"['0', '100', '0', '0', '0']",이지용 저자(글),에포크미디어코리아,1.0
1405,공공디자인 시대,지속 도시 공간 차원 세대 만남,"['국내도서 > 정치/사회 > 사회학 > 사회학일반 > 사회일반서', '국내도서 > 기술/공학 > 환경/소방/도시/조경 > 도시 > 도시계획/재생/건축']","['25', '63', '0', '0', '13']",김주연 저자(글),스리체어스,8.0
1406,두 번째 지구는 없다,환경문제 사회문제 기후위기 자연 지구 인간,['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제'],"['34', '25', '16', '1', '24']",타일러 라쉬 저자(글),알에이치코리아,149.0
1407,‘좋아요’는 어떻게 지구를 파괴하는가,중국 전쟁 에너지 인터넷 세계 기업,['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제'],"['15', '46', '8', '8', '23']",기욤 피트롱 저자(글) · 양영란 번역,갈라파고스,14.0
1408,왜 세계의 절반은 굶주리는가?,정치 전쟁 경제 정책 불평등 고통,['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 빈곤/불평등문제'],"['44', '21', '19', '0', '15']",장 지글러 저자(글) · 유영미 번역,갈라파고스,340.0
1409,침묵의 봄,환경문제 살충제 생태계 보르자 정책 변화 환경운동,"['국내도서 > 기술/공학 > 환경/소방/도시/조경 > 환경 > 환경이야기', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 사회문제일반', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제']","['45', '17', '19', '2', '18']",레이첼 카슨 저자(글) · 김은령 번역 · 홍욱희 감수,에코리브르,446.0
1410,좋은 불평등,자본주의 글로벌 금융 위기 통념 경쟁력 적폐 논증,"['국내도서 > 경제/경영 > 각국경제 > 한국경제', '국내도서 > 경제/경영 > 경제이론 > 경제정책/협력', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 빈곤/불평등문제']","['16', '12', '16', '12', '44']",최병천 저자(글),메디치미디어,32.0
1411,사례관리 전문가교육: 실무자 기초과정,원칙 모델 반응 지원 강화 운영,"['국내도서 > 정치/사회 > 사회문제/복지 > 사회복지 > 사회복지론', '국내도서 > 정치/사회 > 대학교재 > 사회학', '국내도서 > 대학교재 > 정치/사회/법 > 사회학']","['0', '0', '0', '0', '100']",한국사례관리학회 저자(글),학지사,2.0
1412,이토록 굉장한 세계,파리 윅스 슬레이트 야콥 제이콥 카네기,"['국내도서 > 과학 > 교양과학 > 과학이야기', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제', '국내도서 > 과학 > 교양과학 > 교양동물 > 동물이야기', '국내도서 > 과학 > 생물학 > 동물학']","['24', '30', '0', '27', '19']",에드 용 저자(글) · 양병찬 번역,어크로스,110.0
1413,최종 경고: 6도의 멸종,환경문제 기온 상승 그린란드 종말 북극 멸망,"['국내도서 > 과학 > 지구과학 > 기상학/기후학', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제']","['36', '21', '15', '6', '21']",마크 라이너스 저자(글) · 김아림 번역,세종서적,56.0
1414,기후위기인간,네이버 웹툰 궁상 이유진 플렉스 미공개 지구인,"['국내도서 > 시/에세이 > 테마에세이 > 그림에세이', '국내도서 > 시/에세이 > 나라별 에세이 > 한국에세이', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제']","['24', '14', '48', '14', '0']",구희 저자(글) · 이유진 감수,알에이치코리아,24.0
1415,2050 거주불능 지구,환경문제 기후변화 인류 영향 비판 팬데믹,"['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 사회문제일반', '국내도서 > 과학 > 지구과학 > 기상학/기후학']","['31', '14', '25', '2', '28']",데이비드 월러스 웰즈 저자(글) · 김재경 번역,추수밭,127.0
1416,착한 소비는 없다,환경문제 기후변화 사회 환경 지구 방식,['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제'],"['20', '40', '0', '0', '40']",최원형 저자(글),자연과생태,7.0
1417,환경과 생태 쫌 아는 10대,환경문제 소비 생태계 생수 지구 환경 청소년교양과학,"['국내도서 > 청소년 > 청소년 과학/컴퓨터', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제', '국내도서 > 과학 > 생물학 > 생태학', '국내도서 > 과학 > 청소년 교양과학']","['51', '15', '9', '11', '15']",최원형 저자(글) · 방상호 그림/만화,풀빛,53.0
1418,지구를 위한다는 착각,환경문제 기후변화 사회문제 기후위기 주의 위기,"['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 사회문제일반', '국내도서 > 기술/공학 > 환경/소방/도시/조경 > 환경 > 환경이야기']","['28', '10', '22', '11', '28']",마이클 셸런버거 저자(글) · 노정태 번역,부키,155.0
1419,기후를 위한 경제학,생태 성장주 정책 수단 글로벌 경제 엔트로피 시장 이론,"['국내도서 > 경제/경영 > 경제일반 > 경제학일반', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제']","['0', '20', '20', '20', '40']",김병권 저자(글),착한책가게,6.0
1420,회복적 생활교육을 만나다,공감 토대 교육에세이 지도 교육학 이제,"['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 교육문제', '국내도서 > 인문 > 교육학 > 사회교육/평생교육 > 생활지도']","['23', '46', '15', '0', '15']",박숙영 저자(글),좋은교사,14.0
1421,기후 종말론: 인류사 최대 사기극을 폭로한다,역사 사회 정치 지금 자극 인류,['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제'],"['14', '29', '0', '43', '14']","박석순 , 데이비드 크레이그 저자(글)",어문학사,7.0
1422,사회복지현장실습,현황 절차 개선 의의 업무 서비스,"['국내도서 > 정치/사회 > 사회문제/복지 > 사회복지 > 사회복지행정/실천론', '국내도서 > 정치/사회 > 대학교재 > 사회학', '국내도서 > 대학교재 > 정치/사회/법 > 사회학']","['100', '0', '0', '0', '0']","이원주 , 우병훈 저자(글)",공동체,3.0
1423,한 권으로 끝장내자 인사노무 급여관리 근로기준법 실무설명서,재테크 노사 관계 테크닉 연차 테크 근로계약서,"['국내도서 > 경제/경영 > 경영관리 > 인사/총무/임금 > 임금/급여', '국내도서 > 정치/사회 > 사회문제/복지 > 노동문제 > 노동법/근로기준법']","['100', '0', '0', '0', '0']",손원준 저자(글),지식만들기,1.0
1424,장애인복지론,차별 서비스 정책 과제 실천 정의,"['국내도서 > 정치/사회 > 사회문제/복지 > 장애인복지', '국내도서 > 정치/사회 > 대학교재 > 사회학', '국내도서 > 대학교재 > 정치/사회/법 > 사회학']","['0', '0', '0', '0', '100']","이채식 , 이은영 , 이형렬 , 김재익 , 전영록 저자(글)",창지사,1.0
1425,동물들의 위대한 법정,재판장 공생 배심원 멸종위기 여우 청소년인문교양,"['국내도서 > 청소년 > 청소년 인문교양', '국내도서 > 인문 > 인문학일반 > 청소년 인문교양', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제', '국내도서 > 과학 > 청소년 교양과학', '국내도서 > 청소년 > 청소년 과학/컴퓨터']","['31', '8', '15', '31', '15']",장 뤽 포르케 저자(글) · 장한라 번역 · 야체크 워즈니악 그림/만화,서해문집,14.0
1426,모금가 노트,성공 현장 적용 경험 기관 전문,"['국내도서 > 정치/사회 > 사회문제/복지 > 시민사회 > 시민사회/NGO', '국내도서 > 정치/사회 > 사회문제/복지 > 사회복지 > 사회복지일반']","['0', '20', '0', '20', '60']","정현경 , 정인환 , 최계명 , 이정선 , 한국공익법인협회 저자(글)",풀빛,10.0
1427,"이 장면, 나만 불편한가요?",사회 청소년 소수자 인권 빈부 젠더,"['국내도서 > 청소년 > 청소년 인문교양', '국내도서 > 인문 > 인문학일반 > 청소년 인문교양', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 인권문제', '국내도서 > 정치/사회 > 언론/신문/방송 > 언론이론 > 미디어론']","['36', '29', '14', '0', '21']",태지원 저자(글),자음과모음,26.0
1428,"왜요, 기후가 어떤데요?",환경문제 기후변화 탄소 배출 바이오매스 이산화 탄소 생태문제,"['국내도서 > 청소년 > 청소년 과학/컴퓨터', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제', '국내도서 > 과학 > 지구과학 > 기상학/기후학', '국내도서 > 과학 > 청소년 교양과학']","['30', '20', '30', '20', '0']",최원형 저자(글) · 코피루왁(김예지) 그림/만화,동녘,15.0
1429,가족복지론,치료 발달 체계 문화 한국 생활,"['국내도서 > 정치/사회 > 사회문제/복지 > 가족복지', '국내도서 > 정치/사회 > 대학교재 > 사회학', '국내도서 > 대학교재 > 정치/사회/법 > 사회학']","['50', '50', '0', '0', '0']","성정현 , 우국희 , 최승희 , 임세희 , 김희주 저자(글)",양서원,2.0
1430,노후파산,현실 인생 고령사회 제도 서비스 노년학,['국내도서 > 정치/사회 > 사회문제/복지 > 노인복지 > 노인복지/노년학'],"['58', '11', '5', '5', '21']",NHK 스페셜 제작팀 저자(글) · 김정환 번역,다산북스,48.0
1431,말이 칼이 될 때,감정 차별 사회문제 정치 중국 영화,"['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 사회문제일반', '국내도서 > 인문 > 인문학일반 > 인문교양']","['45', '20', '20', '0', '15']",홍성수 저자(글),어크로스,71.0
1432,"지구는 괜찮아, 우리가 문제지",기후변화 사회문제 전기차 배출권 수소 경제 환경공학,"['국내도서 > 과학 > 교양과학 > 과학이야기', '국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 환경문제', '국내도서 > 과학 > 지구과학 > 기상학/기후학']","['37', '20', '20', '3', '20']",곽재식 저자(글),어크로스,45.0
1433,"간병살인, 154인의 고백",가족 심리 고통 죽음 한국사회문제 현실,['국내도서 > 정치/사회 > 사회문제/복지 > 사회문제 > 사회문제일반'],"['100', '0', '0', '0', '0']","유영규 , 임주형 , 이성원 , 신융아 , 이혜리 저자(글)",루아크,1.0
